﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿Change;Excluded;Name;Original;en;es-latam
;;;She would have stayed here if she did.;She would have stayed here if she did.;"Ella se hubiera quedado aquí si lo
hiciera."
;;;I should leave.;I should leave.;Es mejor que me vaya.
;;;I can try to break the shadow with this rock ...;I can try to break the shadow with this rock ...;Puedo tratar de quebrar la sombra con esta piedra...
;;;Break;Break;Quebrar
;;;You throw away the rock.;You throw away the rock.;Tiras la piedra.
;;;The shadow is too hard to remove.;The shadow is too hard to remove.;La sombra es demasiado difícil de quitar.
;;Haven;Why did you leave the party?;Why did you leave the party?;¿Por qué te fuiste?
;;Haven;I was so worried about you ...;I was so worried about you ...;Me dejaste tan preocupada...
;;;I say nothing.;I say nothing.;Me quedo callado.
;;;She doesn't deserve to hear anything from me.;She doesn't deserve to hear anything from me.;No merece siquiera que le dirija la palabra.
;;;I was expecting her to say she's sorry.;I was expecting her to say she's sorry.;No sin antes disculparse conmigo.
;;;... But she had no reason to apologize.;... But she had no reason to apologize.;... Pero no tiene por qué hacerlo.
;;;It's not her fault.;It's not her fault.;No fue su culpa.
;;;Why did I act like that?;Why did I act like that?;¿Por qué me estoy portando así con ella?
;;;"If I say something, she’ll probably think I’m
being dramatic.";"If I say something, she’ll probably think I’m
being dramatic.";"Si digo algo, probablemente piense que estoy
exagerando."
;;;"She’ll forget about it soon enough, and things
will go back to normal.";"She’ll forget about it soon enough, and things
will go back to normal.";"Tal vez no es para tanto. Dentro de poco ella
lo olvidará y todo volverá a la normalidad."
;;;Except things never went back to normal.;Except things never went back to normal.;"O al menos, eso es lo que me hubiera gustado
que pasara."
;;;It's a bed.;It's a bed.;Es una cama.
;;;"You can barely make out a lighter on the table.\.
Grab the lighter?";"You can barely make out a lighter on the table.\.
Grab the lighter?";"Logras distinguir un encendedor en la cama.\.
¿Agarrarlo?"
;;;"You think about how many times you've lit a lighter
in your life.";"You think about how many times you've lit a lighter
in your life.";"Te pones a pensar en todas veces que lo usaste para
encender un cigarrillo."
;;;How many times you'd smoke alone.;How many times you'd smoke alone.;En todas y cada una de ellas.
;;;"We stopped getting in touch with each other
after a few weeks. ";"We stopped getting in touch with each other
after a few weeks. ";Paramos de hablarnos luego de algunas semanas.
;;;"I can’t forget that last message she sent.\!
""I hope you’ll be doing okay""";"I can’t forget that last message she sent.\!
""I hope you’ll be doing okay""";"Nunca olvidaré su último mensaje.\!
""Espero que te esté yendo bien."""
;;;"For weeks, I was wondering if she was going to
send something, but that never happened.";"For weeks, I was wondering if she was going to
send something, but that never happened.";"Pasé semanas esperando que mandara algún otro
mensaje... nunca lo hizo."
;;;"I didn’t respond to her.\. I was too scared.\!
She was probably mad at me.";"I didn’t respond to her.\. I was too scared.\!
She was probably mad at me.";"Yo tenía tanto miedo...\. de contestarle.\!
Seguro que estaba enfadada conmigo."
;;;"I'd smoke every day just so I wouldn't have to
think about her.";"I'd smoke every day just so I wouldn't have to
think about her.";"Fumaba todos los días para tratar de sacarla
de mi cabeza."
;;;"Because everytime I would, I'd get sad, confused,
and mad.";"Because everytime I would, I'd get sad, confused,
and mad.";"Porque cada vez que pensaba en ella, me sentía
lleno de angustia y frustrado."
;;;These emotions would take control of me.;These emotions would take control of me.;Dejé que mis emociones me controlaran.
;;;"I knew what I was doing wasn't right, but it 
didn't feel fair.";"I knew what I was doing wasn't right, but it 
didn't feel fair.";"Sabía que lo que hacía no estaba bien, pero
me negaba a aceptarlo. No era justo."
;;;It became an addiction, fueling my distraction.;It became an addiction, fueling my distraction.;Pronto se volvio una obsesión.
;;;I started having trouble sleeping.;I started having trouble sleeping.;"Su recuerdo empezó a perseguirme incluso
en los sueños."
;;;"She'd appear in my dreams, and it felt like all
my progress was gone.";"She'd appear in my dreams, and it felt like all
my progress was gone.";"Y todo el esfuerzo que había hecho para tratar
de olvidarla se volvía inútil."
;;;I just wanted to stop thinking about her.;I just wanted to stop thinking about her.;Era incapaz de borrarla de mi mente.
;;;What does she even mean to me?;What does she even mean to me?;¿Qué era ella para mí?
;;;"She felt safe.\!
She felt warm.";"She felt safe.\!
She felt warm.";"Ella era tranquilidad.\!
Era calidez."
;;;"She was optimistic.\!
She was herself.";"She was optimistic.\!
She was herself.";"Era tan entusiasta.\!
Era ella misma."
;;;Just being around her was enough for me.;Just being around her was enough for me.;Tan solo estar a su lado era suficiente para mí.
;;;"Even though this relationship probably didn’t mean
much to her.";"Even though this relationship probably didn’t mean
much to her.";"Incluso aunque nuestra relación no sifnificase
mucho para ella."
;;;What was I to her?;What was I to her?;¿Qué era yo para ella?
;;;I wouldn't know.;I wouldn't know.;No lo sé.
;;;"I don't understand why she even spoke to me in
the first place.";"I don't understand why she even spoke to me in
the first place.";"Ni siquiera sé por qué se acerco a hablarme
aquella vez."
;;;"Maybe it didn't matter who it was, she was just
lonely.";"Maybe it didn't matter who it was, she was just
lonely.";"Tal vez quería hablar con alguien para no
sentirse tan sola en ese momento."
;;;And that loneliness cut through me.;And that loneliness cut through me.;"Y ahora que no está, empiezo a sentir
esa misma soledad."
;;;"It left me with a scar that would never
completely heal.";"It left me with a scar that would never
completely heal.";"Desearía que estubiera aquí conmigo."
;;;"I wish she was someone who would always be
there for me.";"I wish she was someone who would always be
there for me.";Ella era mi mundo...
;;;A safe haven.;A safe haven.;¿Qué será de mí ahora?
;;;There's a lighter on the table.;There's a lighter on the table.;Hay un encendedor en la mesa.
;;;I don't need it.;I don't need it.;No lo necesito.
;;Haven;"Do you remember that time we climbed a
mountain?";"Do you remember that time we climbed a
mountain?";"¿Recuerdas la última vez que escalamos
una montaña?"
;;Haven;"It was my idea for a date, since I loved
climbing as a child.";"It was my idea for a date, since I loved
climbing as a child.";"Fue idea mía, claro. Es algo que hacía
desde pequeña, y me encantaba."
;;Haven;It took us the whole day, but the view was great.;It took us the whole day, but the view was great.;"Nos tomó todo el día, pero contemplar
aquella vista... valió todo el esfuerzo."
;;Haven;We placed a flag on the top, to show we made it.;We placed a flag on the top, to show we made it.;"Pusimos una bandera en la cima, para
mostrar al mundo nuestra hazaña."
;;Haven;It was beautiful,\. wasn’t it?;It was beautiful,\. wasn’t it?;Fue tan hermoso,\. ¿no lo crees?
;;Haven;I still don’t get why you couldn’t let go.;I still don’t get why you couldn’t let go.;"Aún no entiendo por qué es que te
aferraste tanto."
;;Haven;You didn’t have much in your life.;You didn’t have much in your life.;Tu vida se sentía algo vacía.
;;Haven;I do miss you.;I do miss you.;Aún te extraño. Deberías saberlo.
;;Haven;You were important to me too.;You were important to me too.;Fuiste alguien muy importante para mí.
;;Haven;"You should have sent a message.\|
I know you wanted to talk about it.";"You should have sent a message.\|
I know you wanted to talk about it.";"Debiste haber respondido mi mensaje.\|
Sé que dentro de ti querías decirme algo."
;;Haven;And yet, you never sent anything.;And yet, you never sent anything.;Pero nunca te animaste a hacerlo.
;;Haven;"I was going to send something, but I thought you
needed space.";"I was going to send something, but I thought you
needed space.";"Por un momento, quise tomar la iniciativa, pero
recapacité y decidí darte tu espacio."
;;Haven;"You probably needed some time after what
happened at the party.";"You probably needed some time after what
happened at the party.";"Pensé que necesitabas darte un tiempo
después de lo que ocurrió en la fiesta."
;;Haven;You’ve been breaking yourself.;You’ve been breaking yourself.;Te has estado amargando la vida.
;;Haven;You’re unstable.;You’re unstable.;Eres muy inestable.
;;;I want to move on;I want to move on;Quiero superarlo
;;;I don’t miss you ;I don’t miss you ;No te extraño
;;;I do want to move on.;I do want to move on.;"Quiero superarlo, seguir adelante...
no quedarme estancado en el pasado."
;;;I truly do.;I truly do.;En verdad quiero.
;;;I've tried so hard to just get you out of my mind.;I've tried so hard to just get you out of my mind.;Traté como pude de borrarte de mi mente.
;;;I can't have a day where I don't miss you.;I can't have a day where I don't miss you.;Pero no pasa un día sin que sienta falta de ti.
;;;"I'd look back on old photos, songs we used to
listen to together.";"I'd look back on old photos, songs we used to
listen to together.";"Cada vez que me encuentro viendo nuestras
viejas fotos..."
;;;"And I know that we can't make any more of these
memories.";"And I know that we can't make any more of these
memories.";"O escuchando las canciones que tanto nos
gustaban..."
;;;It just makes me so sad.;It just makes me so sad.;"Empiezo a sentir... un apretón en el corazón...
al saber que esos momentos ya no volverán."
;;;I miss you, Haven.;I miss you, Haven.;Te extraño Haven. Te extraño mucho.
;;;I don't think I was ready for a relationship.;I don't think I was ready for a relationship.;"No estaba listo para tener una relación
de pareja."
;;;"I'm unstable.\|
That's just how I am.";"I'm unstable.\|
That's just how I am.";"Soy inestable.\|
Así soy yo."
;;;"I hoped that after years, I'd finally move on.\!
It just feels impossible.";"I hoped that after years, I'd finally move on.\!
It just feels impossible.";"Quisiera poder decirte que depués de tantos años\!
por fin dejé de aferrarme a tu recuerdo..."
;;;"I'm obsessed.\!
You've planted yourself into my brain.";"I'm obsessed.\!
You've planted yourself into my brain.";"Pero no puedo...\! No puedo
sacarte de mi mente... es como una obsesión."
;;;...\. No, I have.;...\. No, I have.;...\. Lo he intentado tantas veces.
;;;"I told myself that if I let go, it would mean
none of it mattered.";"I told myself that if I let go, it would mean
none of it mattered.";"Pero no podía dejar de sentir que, si lo hacía,
entonces todo lo que vivimos habría sido en vano."
;;;That you didn’t matter.;That you didn’t matter.;Y una parte de mí aún cree que no lo fue.
;;;But moving on doesn’t mean forgetting.;But moving on doesn’t mean forgetting.;Pero superar a alguien no significa olvidar...
;;;It means letting go.;It means letting go.;"Significa hacer las paces con su recuerdo y
seguir adelante."
;;;You’ll always be a part of me, Haven.;You’ll always be a part of me, Haven.;"Siempre tendrás un lugar especial en mi
corazón, Haven."
;;;But I can’t let you be all of me.;But I can’t let you be all of me.;"Pero no puedo dejar que te adueñes completamente
de él."
;;;"My chest starts to feel lighter.\!
It's like a weight has been removed.";"My chest starts to feel lighter.\!
It's like a weight has been removed.";"Siento el pecho más ligero, descontraído...\!
como si me hubiesen quitado un gran peso de encima."
