﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿Change;Excluded;Name;Original;en;es-latam
;;;The excitement of seeing that email.;The excitement of seeing that email.;
;;;The party ...;The party ...;
;;;"Alcohol.\.
I never liked the stuff.";"Alcohol.\.
I never liked the stuff.";
;;;I'm not looking for them.;I'm not looking for them.;
;;;The bird doesn't see you.;The bird doesn't see you.;
;;;Jump in?;Jump in?;
;;;You're getting it now.;You're getting it now.;
;;;That doesn't mean this is over.;That doesn't mean this is over.;
;;;All of these moments from the past ...;All of these moments from the past ...;
;;;They showed you something you're afraid of.;They showed you something you're afraid of.;
;;;Something you've had all your life.;Something you've had all your life.;
;;;Good.;Good.;
;;;I don’t think this sheet was made for swimming ...;I don’t think this sheet was made for swimming ...;
;;;After everything, you're still here.;After everything, you're still here.;
;;;"You’ve wandered through everything you tried
to forget.";"You’ve wandered through everything you tried
to forget.";
;;;You didn’t run from them this time.;You didn’t run from them this time.;
;;;Even when it hurt,\. even when it scared you ...;Even when it hurt,\. even when it scared you ...;
;;;... You stayed.;... You stayed.;
;;;This place was made from your fear ...;This place was made from your fear ...;
;;;...\. But also your hope.;...\. But also your hope.;
;;;Not everyone makes it this far, you know.;Not everyone makes it this far, you know.;
;;;"Most people get lost.\!
They run away.";"Most people get lost.\!
They run away.";
;;;It's a miracle that you chose to listen.;It's a miracle that you chose to listen.;
;;;"You won’t forget what you’ve seen here.\|
He will.";"You won’t forget what you’ve seen here.\|
He will.";
;;;"Even if he might not change, at least we know you
did.";"Even if he might not change, at least we know you
did.";
;;;You did the best you could.;You did the best you could.;
;;;At the bottom of everything, you remain.;At the bottom of everything, you remain.;
;;;"Climb out of the hole you entered from, and open
the door.";"Climb out of the hole you entered from, and open
the door.";
;;;Thank you, vessel.;Thank you, vessel.;
;;;You've made it through.;You've made it through.;
;;;You didn't stop.;You didn't stop.;
;;;You faced parts of the past, piece by piece.;You faced parts of the past, piece by piece.;
;;;"You didn't learn to accept everything, but that's
okay.";"You didn't learn to accept everything, but that's
okay.";
;;;Many people give up before they reach the end.;Many people give up before they reach the end.;
;;;You almost did, but you chose to keep going.;You almost did, but you chose to keep going.;
;;;"Even if he might not change, we hope what you did
was enough.";"Even if he might not change, we hope what you did
was enough.";
;;;You feel like a better person.;You feel like a better person.;
;;;You’ve changed more than you realize.;You’ve changed more than you realize.;
;;;"Maybe not completely, but the weight isn't as
heavy as before.";"Maybe not completely, but the weight isn't as
heavy as before.";
;;;"Even if he might not change, we know you did your
best.";"Even if he might not change, we know you did your
best.";
;;;Good luck, vessel.;Good luck, vessel.;
;;;Do you want to climb the rope?;Do you want to climb the rope?;
;;;"It's a stone etched with a drawing of a man
smoking.";"It's a stone etched with a drawing of a man
smoking.";
;;;It's a stone etched with a drawing of a lighter.;It's a stone etched with a drawing of a lighter.;
;;;It's a stone etched with a drawing of a joint.;It's a stone etched with a drawing of a joint.;
;;;We tried picking out the most important memories.;We tried picking out the most important memories.;
;;;The ones that made him.;The ones that made him.;
;;;"But those weren't enough to make this world, so
we had to improvise.";"But those weren't enough to make this world, so
we had to improvise.";
;;;A campfire that once burned.;A campfire that once burned.;
;;;Light it;Light it;
;;;You feel a warmth you thought was gone.;You feel a warmth you thought was gone.;
;;;I hope you can help him reignite his fire.;I hope you can help him reignite his fire.;
;;;"He’s still doing it, you know.\!
The substances he depends on to keep living.";"He’s still doing it, you know.\!
The substances he depends on to keep living.";
;;;His soul,\. that fire has faded out.;His soul,\. that fire has faded out.;
;;;He’s been rotting away in the safety of his room.;He’s been rotting away in the safety of his room.;
;;;...\. I hope you can help him reignite his fire.;...\. I hope you can help him reignite his fire.;
;;;It's my lighter.;It's my lighter.;
;;;The door won't open.;The door won't open.;
;;;A closet is blocking the door.;A closet is blocking the door.;
;;;A dead plant.;A dead plant.;
;;;A painting.;A painting.;
;;;A fancy chair.;A fancy chair.;
;;;An old lamp,\. not sure if it still works. ;An old lamp,\. not sure if it still works. ;
;;;The lamp doesn't work, even with the power on.;The lamp doesn't work, even with the power on.;
;;;We meet again.;We meet again.;
;;;This place sure is strange.;This place sure is strange.;
;;;"It could be worth exploring this area,\. maybe you
could find something.";"It could be worth exploring this area,\. maybe you
could find something.";
;;;"The door won't open.
Something's blocking it from the other side.";"The door won't open.
Something's blocking it from the other side.";
;;;A mop.;A mop.;
;;;A paint bucket.;A paint bucket.;
;;;"A big closet.\!
It won't open.";"A big closet.\!
It won't open.";
;;;A coat rack.;A coat rack.;
;;;You pressed the button.;You pressed the button.;
;;;It's some sort of electricity box.;It's some sort of electricity box.;
;;;When was the last time you felt safe?;When was the last time you felt safe?;
;;;It must have been a while ago.;It must have been a while ago.;
;;;Funny how you could never feel safe by yourself.;Funny how you could never feel safe by yourself.;
;;;Maybe,\. just once more,\. you can feel at ease here.;Maybe,\. just once more,\. you can feel at ease here.;
;;;Someone's been waiting here for a while.;Someone's been waiting here for a while.;
;;;"I hope you can forget about the past for a second,
and just appreciate this moment.";"I hope you can forget about the past for a second,
and just appreciate this moment.";
;;Haven;Take care of yourself, alright?;Take care of yourself, alright?;
;;Haven;And don’t forget to smile once in a while.;And don’t forget to smile once in a while.;
;;;A small nightstand.;A small nightstand.;
;;;"It's a rolling tray.\!
There's papers, tips, and a grinder.";"It's a rolling tray.\!
There's papers, tips, and a grinder.";
;;;A closet.;A closet.;
;;;"A closet.\.
Open it?";"A closet.\.
Open it?";
;;;You take the flag out the closet.;You take the flag out the closet.;
;;;There's a piece of paper in the sand.;There's a piece of paper in the sand.;
;;;It's a broken bike.;It's a broken bike.;
;;;It's a bin.;It's a bin.;
;;;"It's a bin.\!
There's a piece of paper in here.";"It's a bin.\!
There's a piece of paper in here.";
;;;It's a drinking fountain.;It's a drinking fountain.;
;;;It's a plastic bucket.;It's a plastic bucket.;
;;;A dirty teddy bear.;A dirty teddy bear.;
;;;There's a backpack under the bench.;There's a backpack under the bench.;
;;;Hey, I thought you were going to help me?;Hey, I thought you were going to help me?;
;;;Excuse me, have you seen my parents?;Excuse me, have you seen my parents?;
;;;I think I've lost them somewhere here ...;I think I've lost them somewhere here ...;
;;;I’ll help you find them;I’ll help you find them;
;;;Where could they be?;Where could they be?;
;;;Oh, thank you.;Oh, thank you.;
;;;"I was a bit scared ...\.
What if I couldn't find them?";"I was a bit scared ...\.
What if I couldn't find them?";
;;;But I guess I feel safer now.;But I guess I feel safer now.;
;;;I don’t know ...;I don’t know ...;
;;;They were just here a moment ago.;They were just here a moment ago.;
;;;Could you maybe help me look for them?;Could you maybe help me look for them?;
;;;Okay;Okay;
;;;Oh! That’s our TV!;Oh! That’s our TV!;
;;;Why would they throw this out?;Why would they throw this out?;
;;;It's dad's TV.;It's dad's TV.;
;;;What's this doing here?;What's this doing here?;
;;;Mom didn’t use her computer much.;Mom didn’t use her computer much.;
;;;I used it more than she did ...;I used it more than she did ...;
;;;Oh! It's my shark!;Oh! It's my shark!;
;;;"I thought he was gone ...\!
... Why did they throw him away?";"I thought he was gone ...\!
... Why did they throw him away?";
;;;"It's a poem.
Read it?";"It's a poem.
Read it?";
;;;"The weak breeze whispers nothing
The water screams sublime";"The weak breeze whispers nothing
The water screams sublime";
;;;"His feet shift, teeter-totter
Deep breath, stand back, it’s time";"His feet shift, teeter-totter
Deep breath, stand back, it’s time";
;;;"Toes untouch the overpass
Soon he’s water bound";"Toes untouch the overpass
Soon he’s water bound";
;;;"Eyes locked shut but peek to see
The view from halfway down";"Eyes locked shut but peek to see
The view from halfway down";
;;;It's not like you had a choice.;It's not like you had a choice.;
;;;You need these items.;You need these items.;
;;;My mom's bed?;My mom's bed?;
;;;"I always wanted to jump on it, it was so big
and bouncy.";"I always wanted to jump on it, it was so big
and bouncy.";
;;;I don't understand, doesn't she still need this?;I don't understand, doesn't she still need this?;
;;;It's mom's bed.;It's mom's bed.;
;;;Our dinner table?;Our dinner table?;
;;;I don't understand ...;I don't understand ...;
;;;It's the dinner table.;It's the dinner table.;
;;;It’s really empty ...;It’s really empty ...;
;;;Mom?\| Dad?;Mom?\| Dad?;
;;;...\. They’re not here.;...\. They’re not here.;
;;;Why would they leave without saying anything?;Why would they leave without saying anything?;
;;;Did I do something wrong?;Did I do something wrong?;
